jan,name,amazon,asin,verdict,offers,rank,tier1,tier2,※Keepa固有の加工値(月間ドロップ数/過去最安値/365日最安/月間販売数/実セラー数)と卸値の列は規約上の理由でリポジトリから除外。完全版は ~/Documents/AI Company 素材/Amazon物販事業/keepa-netsea-full-20260906/
4571148860093,TEIカラー ベルベットスキンパウダー,3550.0,B0052SH4A4,原石,2,356328,True,True,
4571148861557,鈴なり瓢箪・開運ストラップ（黄水晶タイプ）＜開運小判付き＞,,B008142HLC,はずれ,999,,False,False,
4571148861564,鈴なり瓢箪・開運ストラップ（アメジストタイプ）＜開運小判付き＞,,B005UTM2V6,はずれ,999,,False,False,
4571148861588,淡水パールアメジストストラップ＜無病・元気カード付き＞,3522.0,B0082815H4,原石,1,,True,False,
4571148861816,ラッキーひょうたん宝石ストラップ,3549.0,B002DS32SE,原石,1,,True,False,
4571148860826,トミーリッチ チェンジルージュ ◆販促用画像素材あり／１日中塗りたての美,,B00W0GRCJE,はずれ,999,518219,False,False,
4571148860802,トミーリッチ ナチュラル肌ファンデ ◆オールインワン／洗顔後、素肌に塗る,1770.0,B0064HDZBO,はずれ,5,255891,False,False,
4571148863025,幸せ福朗・六瓢箪ストラップ＜無病・元気カード付き＞,3212.0,B008142HL2,原石,1,,True,False,
4571148863018,福亀・六瓢箪ストラップ,2846.0,B005FDPB5G,原石,1,,True,False,
4936980520886,●空気除菌・脱臭器グリーンメイト・ミニ車載用　KT-AOZ-02,17999.0,B00VHAZVJC,はずれ,2,564801,False,False,
4560178409785,指先にはめるだけのダイエット●足指スタイリッシュリングＷ,880.0,B00HUIHFHG,はずれ,4,66445,False,False,
4964934801514,●ニューインナーポーチ　２個組,1200.0,B001DZ5QRS,はずれ,6,286083,False,False,
4936980520688,●無農薬　除草材　「草枯れちゃん」　各種,1640.0,B00YOBUWD6,はずれ,14,125834,False,False,
4989918503178,●日本製スライサー SV-3178,60000.0,B0CCCYGRD7,原石,2,,True,False,
4571136513703,●黄色い風水のれん　暖簾 おしゃれ 風水 運気 和柄 ロング丈 間仕切り,3400.0,B009QLMRFK,はずれ,6,180685,False,False,
4986012110042,●2段式 後カゴカバー（両開き）KW-266NC ネイビーチェック,1990.0,B003MPAPBO,はずれ,21,7011,False,False,
4986012110035,●２段式　前カゴカバー（両開き）　ネイビーチェック　KW-256FR,1618.0,B003MOZKQA,はずれ,17,2337,False,False,
4560297421019,●簡単らくらく穴掘り名人　スクリュースコップ２,3560.0,B00C92TJQI,はずれ,8,433023,False,False,
4989918502928,●モグラ撃退器　電池式　SV-2928,2150.0,B000SLU3MQ,はずれ,11,325735,False,False,
4964934834260,●ココスクリア 3個セット,6668.0,B00I5D816O,原石,2,365894,True,True,
4994273002884,●透明階段滑り止め14本入,3200.0,B0091G4F6E,はずれ,10,371381,False,False,
4560486510777,●お風呂のポスター　四季彩,2344.0,B00HZD7OSQ,はずれ,4,759817,False,False,
4909314410191,●ドアストッパーポーチ,2057.0,B002HLAEBK,はずれ,13,38331,False,False,
4571342100209,●アートブラシ社　白馬毛のボディブラシ しずく,3280.0,B081V6KZHR,はずれ,6,292170,False,False,
4571342100193,●アートブラシ社　白馬毛のボディブラシ さくら,2690.0,B07SDM1G4Y,はずれ,9,123382,False,False,
4571342100124,●アートブラシ社 カシミヤブラシ（桐箱入り）,7624.0,B08JFXD2WD,はずれ,9,190095,False,False,
4571342100315,●アートブラシ社 ふとん払いブラシ,3450.0,B079GTPQ2K,はずれ,11,374014,False,False,
4964934835403,●セルレットNEW簡易便座(手提げ袋付き）,8360.0,B00SAV6EOM,あやしい,5,434148,False,False,
4964934835342,●アクティブステップサークル,1680.0,B00S8DZOUM,はずれ,5,166449,False,False,
4964934835458,●ココスキープ 12個入,900.0,B00TD9H47G,はずれ,7,684025,False,False,
4989918502256,●ネズミ撃退器  SV-2256,,B077HN73QK,はずれ,999,939394,False,False,
4971771101080,●虫除け対策　簡単網戸 TQ-2,6578.0,B0088SONJ0,はずれ,9,11039,False,False,
4964934835540,●シェニール玄関マット,1350.0,B0106XWRM4,はずれ,6,923755,False,False,
4962644938896,●曲がる土ストッパー　（10枚入）・（20枚入）・（40枚入）,1035.0,B00MA1XZKE,はずれ,7,10300,False,False,
4562113910011,欠品中　●ベランダ手すり用 鳩対策具 ハトッパー,4680.0,B00PVW8EAU,原石,2,280304,True,True,
4994273083005,●日本製　抗菌エラストマーまな板,6918.0,B00I5D84Z2,原石,2,,True,False,
4949541414302,●強力吸盤バス棚受け,3636.0,B00PC5X4L0,はずれ,8,446511,False,False,
4989918505349,●電動シュレッダー USBケーブル付　SV-5349,27864.0,B0CCD18QT9,原石,1,,True,False,
4533009031936,●レンジフードハンガー,2200.0,B00PTZK8WQ,はずれ,7,264268,False,False,
4532291000019,●なげし用額掛け　想い出くん,5378.0,B01KBPG8YK,原石,11,38403,True,False,
4962644520497,●にゃんと伸びる孫の手　ASH-50,1392.0,B014CC837I,はずれ,9,59296,False,False,
4962644931255,●防犯ドアアラームコンパクト　ABA-105,1090.0,B0040JGSJE,はずれ,8,108222,False,False,
4962644932399,●ドーム型防犯ダミーカメラ　ADC-204,729.0,B001VUFC10,はずれ,16,91726,False,False,
4962644664795,●防雨LEDセンサーライト ASL-3302,2475.0,B014GL03YQ,はずれ,12,221672,False,False,
4962644214631,●どこでもスタンドライト　AST-3302,1300.0,B00EN6KHVE,はずれ,6,205282,False,False,
4528678000338,アットアロマ　drive time、drive time leather,2780.0,B07C8CG78J,原石,1,254211,True,True,
4528678016209,アットアロマ　車用ディフューザー　ドライブタイムレザー　単品,2318.0,B06Y1M6KK5,はずれ,3,9178,False,False,
4528678008075,アットアロマ・wood diffuser -hinoco-（ウッドディフ,3960.0,B009W05Q9Y,あやしい,3,324525,False,False,
4528678009997,アットアロマ＜aroma stone diffuser [mini] s,,B00TIR7Y6O,はずれ,999,325089,False,False,
4562397990013,セラミックボール使用マドラー＜美味ドラー（うマドラー）＞,,B00OPS4234,はずれ,999,,False,False,
4528678012720,アットアロマ 100%pure　essential　oil　＜Botan,2164.0,B01I9EG0RA,はずれ,5,28986,False,False,
4528678012737,アットアロマ 100%pure　essential　oil　＜Botan,2420.0,B01I9EG282,はずれ,3,29031,False,False,
4528678012744,アットアロマ 100%pure　essential　oil　＜Botan,2420.0,B01I9EG3E0,はずれ,2,52029,False,False,
4528678012751,アットアロマ 100%pure　essential　oil　＜Botan,2420.0,B01I9EG4MQ,はずれ,3,85361,False,False,
4528678012768,アットアロマ 100%pure　essential　oil　＜Botan,2420.0,B01I9EG62O,はずれ,2,52029,False,False,
4528678012775,アットアロマ 100%pure　essential　oil　＜Botan,2420.0,B01I9EG7CI,はずれ,2,29031,False,False,
4528678012782,アットアロマ 100%pure　essential　oil　＜Botan,2970.0,B01I9EG8CC,はずれ,2,29031,False,False,
4528678012805,アットアロマ 100%pure　essential　oil　＜Botan,2750.0,B01I9EGAUM,はずれ,2,52029,False,False,
4528678012812,アットアロマ 100%pure　essential　oil　＜Botan,2530.0,B01I9EGBWE,はずれ,2,29031,False,False,
4528678012829,アットアロマ 100%pure　essential　oil　＜Botan,2530.0,B01I9EGD1S,はずれ,3,29031,False,False,
4528678012836,アットアロマ 100%pure　essential　oil　＜Botan,3300.0,B01I9EGE9O,原石,1,52029,True,True,
4528678012874,アットアロマ 100%pure　essential　oil　＜Botan,3390.0,B01I9EGI5O,原石,2,52029,True,True,
4528678012881,アットアロマ 100%pure　essential　oil　＜Botan,2420.0,B01I9EGKLG,はずれ,2,29031,False,False,
4528678012904,アットアロマ 100%pure　essential　oil　＜Botan,2750.0,B01I9EGMTG,はずれ,3,28986,False,False,
4528678012928,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2750.0,B01I9EGOJE,はずれ,2,47515,False,False,
4528678012935,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2750.0,B01I9EGPO8,はずれ,2,47515,False,False,
4528678012942,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2530.0,B01I9EGQTW,はずれ,2,47515,False,False,
4528678012959,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2530.0,B01I9EGS7C,はずれ,2,87802,False,False,
4528678012973,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2750.0,B01I9EGUPM,はずれ,2,47515,False,False,
4528678012997,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2750.0,B01I9EGWJG,はずれ,2,87802,False,False,
4528678013000,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2530.0,B01I9EGXFO,はずれ,2,47515,False,False,
4528678013024,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2530.0,B01I9ED4SI,はずれ,2,47515,False,False,
4528678013055,アットアロマ 100%pure　essential　oil　＜Ｄｅｓｉｇ,2420.0,B01I9EDC62,はずれ,2,47515,False,False,
4528678013062,アットアロマ 100%pure　essential　oil　＜Ｃｌｅａｎ,2420.0,B01I9EDESS,はずれ,2,95447,False,False,
4528678013079,アットアロマ 100%pure　essential　oil　＜Ｃｌｅａｎ,2420.0,B01I9EDH8U,はずれ,2,95447,False,False,
4528678013086,アットアロマ 100%pure　essential　oil　＜Ｃｌｅａｎ,2420.0,B01I9EDJOM,はずれ,2,95447,False,False,
4528678013093,アットアロマ 100%pure　essential　oil　＜Ｃｌｅａｎ,2420.0,B01I9EDM58,はずれ,3,95447,False,False,
4528678013109,アットアロマ 100%pure　essential　oil　＜Ｃｌｅａｎ,2420.0,B01I9EDOPG,はずれ,3,64986,False,False,
4528678013116,アットアロマ 100%pure　essential　oil　＜Ｃｌｅａｎ,2420.0,B01I9EDR1W,はずれ,2,126985,False,False,
4528678013123,アットアロマ 100%pure　essential　oil　＜Ｓｕｐｐｌ,3630.0,B01I9EDT5Q,原石,1,31141,True,True,
4528678013130,アットアロマ 100%pure　essential　oil　＜Ｓｕｐｐｌ,3410.0,B01I9EDVIQ,原石,1,31141,True,True,
4528678013147,アットアロマ 100%pure　essential　oil　＜Ｓｕｐｐｌ,3410.0,B01I9EDXXY,原石,1,31141,True,True,
4528678013154,アットアロマ 100%pure　essential　oil　＜Ｓｕｐｐｌ,2500.0,B01I9EDZZ0,はずれ,3,49566,False,False,
4528678013161,アットアロマ 100%pure　essential　oil　＜Ｓｕｐｐｌ,2530.0,B01I9EE20C,はずれ,2,31114,False,False,
4528678013178,アットアロマ 100%pure　essential　oil　＜Ｓｕｐｐｌ,3624.0,B01I9EE4F0,原石,2,49528,True,True,
4971493104512,アミノボディ粒,1358.0,B00BXKE3Q8,はずれ,2,,False,False,
4971493001972,アミノボディダイエット粒,,B003H56E1E,はずれ,999,101367,False,False,
4971493106431,ダイエタリーファイバー顆粒,,B001CNJKHI,はずれ,999,,False,False,
4571157250038,ＰＤ　ギムネマダイエット,,B00BXKEIXG,はずれ,999,,False,False,
4971493102112,【欠品中 7月8日入荷予定】【１日２４０個まで限定】ビタミンC粒,2580.0,B001CNLFH6,原石,6,149114,True,False,
4971493104055,MOSTチュアブル　マルチビタミン,4960.0,B08LZ8J3BZ,原石,1,,True,False,
4971493104062,MOSTチュアブル　ビタミンC,8600.0,B08WKDX5DL,原石,2,,True,False,
4971493104352,コエンザイムQ10,,B08KVPT5D7,はずれ,999,,False,False,
4971493104659,MOSTチュアブル ブルーベリー,950.0,B000V2FB1U,はずれ,12,22191,False,False,
4971493106660,ＭＯＳＴチュアブル マルチビタミン＆ミネラル,2925.0,B00DM7L886,原石,3,20876,True,True,
4971493104048,MOSTチュアブル　鉄分,3530.0,B08CK3JFN2,原石,4,54588,True,True,
4971493104031,MOSTチュアブル　カルシウム,,B001CNMUFW,はずれ,999,,False,False,
4971493104901,ＭＯＳＴチュアブル亜鉛,1361.0,B001CNHK1G,はずれ,1,,False,False,
4971493300174,プロポリスエキスリキッド,3439.0,B0015XNK26,はずれ,10,55600,False,False,
4971493300198,プロポリスソフト粒,5787.0,B07DWLFNB8,原石,2,265184,True,True,
4971493104277,快活宣言,,B001CNMTQC,はずれ,999,285341,False,False,
4971493104543,新しじみエキス粒,,B003UR2WBU,はずれ,999,,False,False,
4971493104550,【1日あたり5個まで、在庫0の場合は当日分終了】新牡蠣エキス粒,2337.0,B001CNHJ7Q,原石,5,53831,True,True,
4971493104574,深海鮫エキスカプセル,5693.0,B008YSMZAS,原石,1,,True,False,
4971493105397,MOSTチュアブル コラーゲン,3970.0,B08CK8L54C,原石,1,197523,True,True,
4971493105779,【1日24個まで、在庫0の場合当日分終了】フィッシュオイル,1680.0,B000TKDIVY,はずれ,12,19373,False,False,
4971493300235,梅肉エキス粒,10878.0,B005Z1OL7C,原石,1,,True,False,
4971493102556,エゾウコギ粒,,B01N237SND,はずれ,999,,False,False,
4971493104291,完全無臭にんにく粒,2229.0,B003IMSV62,はずれ,6,106588,False,False,
4971493105014,秋ウコン粉末100%,1980.0,B001CNHIVS,あやしい,3,20362,False,False,
4971493105007,香醋カプセル徳用,2369.0,B097NVH4BS,はずれ,2,,False,False,
4971493105281,沖縄３種ウコン粒,2688.0,B000FQS2IQ,はずれ,6,62585,False,False,
4971493105861,【1日あたり20個まで、在庫0の場合当日分終了】ナットウキナーゼ,10758.0,B0H2YX72R1,原石,1,,True,False,
4971493105915,フコイダン,3480.0,B000FQS2JK,はずれ,13,45960,False,False,
4971493106127,醗酵黒にんにく香醋,4979.0,B003H59SV2,原石,2,421439,True,True,
4571157251240,ウコン濃縮エキス顆粒,588.0,B001JILNW6,はずれ,4,328268,False,False,
4571157251332,ＰＤ　イチョウ葉＆ＤＨＡ,1199.0,B002JJU0FA,はずれ,1,144070,False,False,
4971493103362,水溶性アガリクス,9700.0,B001CNHHTG,原石,3,174795,True,True,
4971493101597,NL イチョウ葉エキス粒,3223.0,B001CNLF8A,原石,3,64073,True,True,
4971493102426,ウコンエキス粒,,B08VMYH7RY,はずれ,999,,False,False,
4971493102648,すっぽん粒,5649.0,B001CNLGJS,原石,1,,True,False,
4971493201792,ヤーコン茶100,2250.0,B06W9N4VYN,あやしい,1,315174,False,False,
4971493201891,オーガニックルイボスティー,1800.0,B0747BKXSH,あやしい,1,,False,False,
4971493201051,【終売】NLティー100％　ギムネマシルベスタ茶,,B08CK4WGVH,はずれ,999,,False,False,
4971493201068,NLティー100％　杜仲茶,1160.0,B00BXKEJKS,はずれ,1,,False,False,
4962644931187,ドア止めゾウ　アイボリー,1331.0,B00307SCUA,はずれ,3,348336,False,False,
4962644934843,ハンズフリーメガホン,4780.0,B001GTW91C,はずれ,6,25773,False,False,
4962644932009,ハンドメガホン2 防災 災害 地震 雨 台風 アウトドア イベント スポ,2570.0,B000W9MZ6Q,はずれ,10,25773,False,False,
4962644933747,ハンドメガホンミニ 防災 災害 地震 雨 台風 アウトドア イベント ス,2622.0,B000W9KX2Y,はずれ,9,25773,False,False,
4962644520114,【TV/ガリレオ脳研で放映！】　しっぷ貼り ひとりでペッタンコ　化粧箱,1351.0,B000FQRD54,はずれ,20,37029,False,False,
4962644520169,【新色出ました！】 軟こうぬりちゃん【TV放映商品】化粧箱,1847.0,B000FQRD6I,はずれ,13,63433,False,False,
4962644931910,単4が単3になる電池アダプター(2個組),545.0,B0054PJJWQ,はずれ,2,493573,False,False,
4962644930968,コードクリップ（6個入り）　ブルー,456.0,B0054PJOA8,はずれ,3,,False,False,
4962644930982,コンセント差し込み口カバー(8個入り)　パープル,345.0,B00KRAUPTO,はずれ,1,41977,False,False,
4962644931064,【じゃまなコードをすっきり収納します】かんたんコード巻き　ブルー,998.0,B0041W8DDO,はずれ,4,472232,False,False,
4962644932177,にぎりやすい安全プラグカバー(2個組)　ブルー,1444.0,B0052SJX80,あやしい,1,50943,False,False,
4962644931453,【ホコリや静電気で起こるプラグ火災を防止!!】セーフティプラグコンビ,634.0,B0052SJYIY,はずれ,5,,False,False,
4962644931460,【ホコリや静電気で起こるプラグ火災を防止!!】セーフティプラグコンビ大,598.0,B0052SJZ2O,はずれ,1,,False,False,
4962644932139,L型セーフティプラグコンビ,313.0,B0052SJZX8,はずれ,3,4188,False,False,
4962644931408,【暗い部屋でもラクラク使えます！】 液晶エアコンリモコン,1891.0,B000V3I4E0,はずれ,9,416284,False,False,
4962644933709,耳から落ちにくいイヤホンキャップ,377.0,B003X0BP8A,はずれ,3,83026,False,False,
4962644932443,【まだまだ使える電池を捨てていませんか？】 デジタル電池チェッカー2,1345.0,B001QB3XWO,はずれ,16,2844,False,False,
4962644213849,短い保安指示灯,2880.0,B002YSH9XW,原石,2,234440,True,True,
4962644213764,【赤色LEDで異常事態を知らせます！】長い保安指示灯,3290.0,B002YSFJJ8,原石,2,594995,True,True,
4962644409839,青い光のかぶせるキーライト,,B00485BVNS,はずれ,999,,False,False,
4962644409884,【お手持ちの鍵がライト付きに変身！】 白い光のかぶせるキーライト,777.0,B00485BVOC,あやしい,3,115869,False,False,
4962644213726,3LEDヘッドランプ 防災 災害 アウトドア 釣り 登山 懐中電灯 電池,1615.0,B002YSH9Y6,あやしい,7,414842,False,False,
4962644213528,防雨ヘッドランプ 防災 災害 地震 雨 台風 アウトドア 釣り 登山 懐,1829.0,B002YSDDN2,あやしい,1,255203,False,False,
4962644930043,あかりちゃん耳かき（ブルー） 光る耳かき 耳垢 ライト付き ベビー 子供,,B001VKN62W,はずれ,999,141108,False,False,
4962644931347,白い光のあかりちゃん耳かき（ブルー） 光る耳かき 耳垢 ライト付き ベビ,935.0,B000FQRD9K,はずれ,6,88184,False,False,
4962644933266,シリコンキャップ付　あかりちゃん耳かき（ブルー） 光る耳かき 耳垢 ライ,1349.0,B001O0Q6QC,はずれ,1,,False,False,
4962644951109,ハローキティひっぱりコード(月) 【Hello kitty / sanr,1120.0,B001VV7ZNM,はずれ,3,,False,False,
4962644951116,ハローキティひっぱりコード(ハート) 【Hello kitty / sa,,B001VVA0MA,はずれ,999,81061,False,False,
4962644950836,ねながらひっぱりコード星,488.0,B00428M928,はずれ,5,14683,False,False,
4962644950843,ねながらひっぱりコード月,694.0,B00428M92I,はずれ,4,,False,False,
4962644950904,ねながらひっぱりコード木,,B00428M932,はずれ,999,410324,False,False,
4962644950980,ねながらひっぱりコード2 星,618.0,B00428M95K,はずれ,7,21706,False,False,
4962644950997,ねながらひっぱりコード2 月,636.0,B00428M95U,はずれ,6,81781,False,False,
4962644951000,ねながらひっぱりコード2 天使,694.0,B00428M964,はずれ,2,,False,False,
4962644951017,ねながらひっぱりコード2 くま,658.0,B00428M96E,はずれ,5,30819,False,False,
4962644951178,ハローキティ星あそび 【Hello kitty / sanrio / サ,1821.0,B00428M95A,あやしい,2,305653,False,False,
4962644950812,星あそび,2301.0,B00428M94Q,原石,2,399821,True,True,
4962644950898,星あそびメルヘンセット,1790.0,B00428M94G,あやしい,3,494042,False,False,
4935851135341,【栽培キット】リトルガーデンプロ　ミニトマト,,B0088MEFA8,はずれ,999,,False,False,
4935851135525,【栽培キット】リトルガーデンプロ　ミニニンジン,1980.0,B001LOL6ZM,あやしい,1,729101,False,False,
4935851135563,【栽培キット】リトルガーデンプロ　ラディッシュ,,B001LOOR4Y,はずれ,999,729101,False,False,
