カテゴリ,社名,名簿,会員種別,名簿URL,区分,外資の日本法人,大手（既知リスト）,従業員数（gBizINFO）,商社語を含む社名,取扱品目（名簿記載）,EC直販の有無
ペット用品,いなばペットフード株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,はい,,,,未調査
ペット用品,ウェルペット・ジャパン合同会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,はい,,,,,未調査
ペット用品,ヴォイス株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社STIサンヨー,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,エヌピーエフジャパン株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社カラーズ,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社QIX,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,九州ペットフード株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,キョーリンフード工業株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社黒龍堂,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社コンビ,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,シーズイシハラ株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,ジェックス株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社ジャパン・メディア・システムズ,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,非メーカー：メディア・IT・展示会・その他,,,,,,未調査
ペット用品,株式会社ジャパンペットコミュニケーションズ,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,95,,,未調査
ペット用品,株式会社食糧,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,スペクトラム ブランズ ジャパン株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,はい,,,,,未調査
ペット用品,株式会社スマック,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,住商アグロインターナショナル株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,はい,,,,未調査
ペット用品,デビフペット株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,158,,,未調査
ペット用品,ドギーマンハヤシ株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,徳岡商会株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,はい,,未調査
ペット用品,日本アムウェイ合同会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,非メーカー：メディア・IT・展示会・その他,はい,,,,,未調査
ペット用品,日本ヒルズ・コルゲート株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,はい,はい,154,,,未調査
ペット用品,日本ペットフード株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,166,,,未調査
ペット用品,ネスレ日本株式会社 ネスレピュリナペットケア,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,はごろもフーズ株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,はい,,,,未調査
ペット用品,株式会社パーパス,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,ベストアメニティ株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,200,,,未調査
ペット用品,株式会社ベッツ・チョイス・ジャパン,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,ペットライン株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,227,,,未調査
ペット用品,株式会社ペティオ,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,マース ジャパン リミテッド,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,はい,はい,,,,未調査
ペット用品,株式会社マルカン,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,マルトモ株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社森乳サンワールド,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社三矢コーポレーション,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,ユニ・チャーム株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,はい,2105,,,未調査
ペット用品,株式会社吉岡油糧,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,ライオンペット株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,はい,,,,未調査
ペット用品,株式会社ライトハウス,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,ロイヤルカナン ジャポン合同会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,はい,はい,,,,未調査
ペット用品,レッドハート株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社レティシアン,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,ワイ．ケイ．エンタープライズ株式会社,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,株式会社わんわん,ペットフード協会,正会員,https://petfood.or.jp/outline-list/,メーカー候補,,,,,,未調査
ペット用品,旭化成ホームズ株式会社,ペットフード協会,賛助会員,https://petfood.or.jp/outline-list/,非メーカー：メディア・IT・展示会・その他,,はい,,,,未調査
